,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
nucleus_SpatialMoment_1_2,-0.026649889,0.06893776,0.010187209,-0.015221475,-0.012996846,-0.024457691,-0.037506018,0.010564932,-0.01322842,0.016286476,0.0010956699,0.04950902,-0.002514008,-0.027043117,-0.03215842
nucleus_SpatialMoment_1_3,-0.019398091,0.053909823,0.008628523,-0.012097995,-0.012751486,-0.020322151,-0.03162497,0.00853522,-0.012286775,0.0144350985,-0.0019096395,0.043872893,-0.0015284593,-0.027436294,-0.030635787
nucleus_SpatialMoment_2_0,-0.025959311,0.062406242,0.009214521,-0.012430651,-0.009633141,-0.018962579,-0.032729976,0.009748903,-0.009033387,0.0036216949,0.0026793675,0.04414485,-0.023296284,-0.014039955,-0.021621685
nucleus_SpatialMoment_2_1,-0.023159359,0.06047578,0.009647502,-0.012557161,-0.011020018,-0.021392148,-0.033116024,0.009669102,-0.010965718,0.012295036,-0.0019507452,0.048085753,-0.014385362,-0.02078534,-0.026793856
nucleus_SpatialMoment_2_2,-0.018976778,0.0525861,0.008717197,-0.011044542,-0.0113491425,-0.020003917,-0.030653778,0.008438415,-0.011592902,0.013947251,-0.0029036,0.045698594,-0.008352275,-0.023696562,-0.028089626
nucleus_SpatialMoment_2_3,-0.015219717,0.044018507,0.00749004,-0.009221322,-0.011154127,-0.017346838,-0.027494421,0.007245442,-0.011049845,0.013042777,-0.0033026265,0.040700663,-0.0055187964,-0.023699101,-0.027789308
nucleus_CentralMoment_0_0,-0.06388085,0.10927878,0.008852125,-0.023060638,0.01088332,-0.028793715,-0.04736624,0.01317219,-0.004734028,0.008763504,0.03722573,0.025507655,-0.0071362117,0.011859906,-0.03194823
nucleus_CentralMoment_0_2,-0.044381343,0.099277966,0.014074511,-0.020129582,-0.010755051,-0.030352836,-0.04856744,0.01229323,-0.016303232,0.011495105,0.024885505,0.048505694,0.01805407,-0.034593057,-0.04258706
nucleus_CentralMoment_0_3,-0.0003285895,0.0013638252,0.0002558163,-0.0020797062,-0.00077675324,0.004806666,-0.000101831036,0.001696282,0.00092878303,-0.020840801,-0.001750743,0.0022419891,-0.011008823,-0.0132091185,-0.0057580057
nucleus_CentralMoment_1_1,-8.9297555e-06,-0.0033149018,-0.002419765,-0.000588848,-0.004657463,0.0013975932,0.008937835,-0.0016431398,0.008530909,0.09015491,-0.0018931146,-0.017689602,-0.0017225533,0.011930806,0.019041935
nucleus_CentralMoment_1_2,0.0038430416,-0.016420735,-0.0044692173,0.00039097577,0.015699921,0.001941727,0.012801991,-0.0057244916,-0.00063440664,0.0036793994,0.000413661,-0.0057872343,0.010557273,0.018896198,0.021700814
nucleus_CentralMoment_1_3,0.0012901338,-0.0034320834,-0.0019659582,-0.00046909595,-0.0019513025,-0.0004528996,0.004607056,0.001757373,0.0051207016,0.037335366,0.005144322,-0.010805504,0.0082513485,0.011664936,0.013551118
nucleus_CentralMoment_2_0,-0.04014268,0.09037443,0.010502644,-0.017829813,-0.0068725124,-0.027734296,-0.045548737,0.011433473,-0.01696263,0.008010742,0.027664304,0.06442038,-0.025138505,-0.014892965,-0.02348129
nucleus_CentralMoment_2_1,-0.0012755299,0.0039294325,0.0014463925,0.0008975645,-0.0070152087,0.0032267813,-0.004821566,0.0016812702,0.00056479016,-0.009375733,-0.0032572006,-0.0007361108,-0.011229328,-0.0120484475,-0.013356841
nucleus_CentralMoment_2_2,-0.018673072,0.0504356,0.008455423,-0.009178933,-0.011799376,-0.017949125,-0.03134293,0.0074060364,-0.012946215,0.008765097,0.005858185,0.04506955,-0.0056332904,-0.026351584,-0.026938299
nucleus_CentralMoment_2_3,-0.00091265555,0.0011608275,0.00054711517,0.0002019649,-0.00065902283,0.0037060603,0.0006762321,-0.0015759974,-0.0021192993,-0.012135717,-0.0018302442,0.0015492311,-0.009614217,-0.009054237,-0.007829329
nucleus_NormalizedMoment_0_2,-0.0011309772,0.019594556,0.017745515,0.005439608,-0.07237119,0.0021446852,0.0006593841,-7.6457014e-05,0.013156315,0.00029140318,0.0094853,-0.11112216,0.16436192,-0.090079844,-0.09002108
nucleus_NormalizedMoment_0_3,0.0026472036,-0.0016902977,-0.0027088705,-0.0019914936,0.013552699,0.0023783122,-0.0015598427,-0.005738378,-0.0006475514,-0.008424056,0.02655425,0.015399118,-0.0022474362,-0.00029439572,-0.009703759
nucleus_NormalizedMoment_1_1,-0.0037271555,-0.0012191515,-0.005250958,-0.0033660997,-0.0066497885,0.0022832789,0.0061370246,-0.01711887,0.023784043,0.23748472,-0.05481786,-0.03970359,-0.050800886,0.0024333913,0.02047411
nucleus_NormalizedMoment_1_2,0.00029247926,-0.012230729,-0.0040711924,-0.00022854896,0.015960867,0.0053176177,0.007650919,-0.004490479,-0.010016932,0.009828619,0.00046347428,0.0053617265,0.016854534,0.013755555,0.021187061
nucleus_NormalizedMoment_1_3,-0.0010321866,0.00031213477,-0.005520573,-0.0035719762,-0.004509053,-0.004183625,0.00068500586,-0.008494318,0.0095017515,0.11899981,-0.028369963,-0.025012014,-0.025370667,0.007551063,0.015225836
nucleus_NormalizedMoment_2_0,0.008218933,0.02328959,0.018200804,0.0022330424,-0.06783536,0.042305004,-0.0075906273,0.010692483,0.02305445,-0.01466331,0.05262104,0.050268456,-0.21631253,-0.00572496,0.09911369
nucleus_NormalizedMoment_2_1,-0.0033032543,0.0049267095,0.00016561759,0.0013809806,0.0030339584,0.005939303,-0.0040472075,-0.00450305,-0.0048548365,-0.0036066417,0.017067865,0.0050787055,-0.0030073668,-0.006481206,-0.019613786
nucleus_NormalizedMoment_2_2,0.0010778654,0.012552758,0.0115899835,-0.00047505216,-0.04513295,0.010568962,-0.00493735,0.0075181033,0.01611857,-0.018223057,-0.015333193,-0.025785932,-0.019777045,-0.04178639,0.0009938487
nucleus_NormalizedMoment_2_3,-0.0006040631,-0.00081167166,-0.002873095,0.0007338852,0.013173657,0.00020939331,0.000114909344,-0.00496459,-0.0074277977,0.0070631574,0.020756526,0.012094443,0.006752619,0.012060037,-0.008075716
nucleus_NormalizedMoment_3_0,0.0006545364,-0.007001509,4.520041e-05,0.000850491,0.012574432,1.7454455e-05,0.007740631,0.0011624034,-0.0035635007,0.0059349346,0.008511366,0.0071665957,0.019132204,0.015074799,-0.0013011117
nucleus_NormalizedMoment_3_1,0.00065271114,-0.003186524,-0.004099569,-0.00037827864,0.0018673774,-0.0038661754,0.0039444203,-0.006670372,0.007566067,0.06481597,-0.008500268,-0.015974006,-0.009805948,0.0098149525,0.010311574
nucleus_NormalizedMoment_3_2,-0.00032508274,-0.0022900354,0.0005590193,3.130814e-05,0.004591413,0.003242329,0.0015841561,0.0017197155,-0.0033010445,-0.0048389537,0.0045474255,0.007269685,0.010114973,0.002306608,-0.00043325187
nucleus_NormalizedMoment_3_3,0.00069438934,4.4949673e-05,-0.0016791585,-0.00012300059,-0.0016690226,-0.0039683036,0.00040130634,-0.0028354072,0.0032496685,0.013319759,-0.0032035464,-0.008533923,-0.0066145216,0.0025343872,0.0033019949
nucleus_HuMoment_0,0.0061445255,0.040535096,0.035440527,0.0074967253,-0.13376802,0.04078588,-0.004935499,0.009234608,0.03448405,-0.016562287,0.05737875,-0.06473007,-0.0302268,-0.09591167,9.599561e-05
nucleus_HuMoment_1,0.004581525,0.028452039,0.030762762,0.0068198615,-0.09917779,0.031087633,-0.0046996335,0.004735786,0.027803073,-0.014027325,0.05652782,-0.05689534,-0.022401081,-0.09003163,0.0037595285
nucleus_HuMoment_2,-0.00047713384,0.006046397,0.0035221926,-0.0007182988,-0.019038007,0.001227288,-0.0033991013,0.004603328,0.008577119,-0.009208617,-0.021000506,-0.011291971,-0.014399468,-0.01873847,-0.0012498966
nucleus_HuMoment_3,-0.00045599576,0.005045891,0.0033072727,-0.0009117884,-0.016584296,0.0008874749,-0.002725387,0.0038759534,0.007811304,-0.00927726,-0.020505184,-0.011016442,-0.014239517,-0.018895231,-0.0005568119
nucleus_HuMoment_4,0.00041694482,0.0016421466,0.0014119811,-0.0006385238,-0.009848439,-0.0012203552,-0.00054458086,0.0014653922,0.0060898657,-0.0019549655,-0.013929545,-0.0105501795,-0.009020475,-0.008792383,0.0038975475
nucleus_HuMoment_5,-0.00033148756,0.0042326334,0.0024909687,-0.00073202245,-0.013638266,6.835633e-05,-0.0021830695,0.0026406148,0.006697232,-0.0063875862,-0.016993787,-0.010144599,-0.013039361,-0.015556344,-0.000414922
nucleus_HuMoment_6,0.002276434,-0.0045257467,-0.00015897813,-0.0004959126,-0.0039212625,-0.0030532544,0.0039065634,-0.00027375377,0.0064779064,0.005859277,-0.009968416,-0.013503586,0.0011174567,0.0042107906,0.015680755
nucleus_InertiaTensor_0_0,-0.052464046,0.1012,0.017927628,-0.017362721,-0.033935785,-0.015113933,-0.04250406,0.010091938,0.0071107727,0.0050956397,0.039285447,-0.02970592,0.050694134,-0.050229132,-0.071468234
nucleus_InertiaTensor_0_1,0.002984037,-0.0002857265,0.0037794455,0.0024749967,0.006975281,-0.0021522336,-0.008086542,0.0097875055,-0.014943563,-0.187188,0.026212111,0.027556205,0.024695251,-0.009440642,-0.025171071
nucleus_InertiaTensor_1_0,0.002984037,-0.0002857265,0.0037794455,0.0024749967,0.006975281,-0.0021522336,-0.008086542,0.0097875055,-0.014943563,-0.187188,0.026212111,0.027556205,0.024695251,-0.009440642,-0.025171071
nucleus_InertiaTensor_1_1,-0.048791733,0.098328345,0.013219278,-0.01800441,-0.02407495,-0.008302325,-0.044412874,0.014990889,0.005195146,-0.00038814612,0.05107469,0.035682917,-0.08543208,0.0024482429,-0.002739843
nucleus_InertiaTensorEigenvalues_0,-0.045269515,0.10121394,0.025363447,-0.013375712,-0.062099654,0.00083146786,-0.03937384,0.012122774,0.015040662,0.006107882,0.07163841,-0.012301605,-0.01940737,-0.039916087,-0.037263468
nucleus_InertiaTensorEigenvalues_1,-0.064653836,0.102608204,-0.0040124813,-0.027491383,0.037280764,-0.038156595,-0.054369006,0.013357946,-0.0103569385,-0.0046207733,-0.003163105,0.032137718,-0.015920969,0.008657541,-0.03728891
nucleus_PerimeterCrofton,-0.050037023,0.113549314,0.0076960362,-0.023638183,-0.04475276,0.0064774356,-0.032758713,0.00049987726,0.010528978,-0.0017863836,0.047152977,-0.017200943,-0.028423011,0.006081405,-0.056211304
nucleus_Zernike_0_0,-0.026140448,-0.03844244,-0.06026678,-0.005751986,0.1833275,-0.0424162,-0.018831575,-0.024122994,-0.03710659,-0.01940043,-0.047125947,0.019555628,-0.012020882,0.029267857,-0.020779742
nucleus_Zernike_1_1,0.00723127,0.023061844,-0.014338978,-0.013845732,-0.08787107,0.0074241264,-0.0048218467,0.03695922,0.026371524,-0.011751052,-0.1535792,0.040080227,0.06367563,0.1595052,0.002318584
nucleus_Zernike_2_0,0.029202005,-0.031932075,0.03973689,0.009701551,-0.0007135422,-0.003107945,0.05385558,-0.020312198,-0.040376745,0.09227496,0.1744135,0.097018056,0.081882395,0.08704674,0.018323263
nucleus_Zernike_2_2,0.015097147,0.0055964957,0.060765993,0.037892394,-0.08976908,0.037558205,0.036851414,0.005924458,0.018577896,0.07604888,0.23964773,-0.022811357,0.035659693,0.010361095,0.04567243
nucleus_Zernike_3_1,0.006329662,0.041229542,0.0021929122,-0.00642422,-0.12282949,0.026802262,-0.011584824,0.038100988,0.030339109,-0.0260335,-0.11253532,-0.013832884,0.026742702,0.050191272,0.008324612
nucleus_Zernike_3_3,0.005179447,0.01563853,-0.016501978,-0.013729422,-0.049102925,0.0063502155,0.005564449,0.020287035,0.008249632,-0.0559904,-0.15200749,0.028243206,0.018060148,0.102271385,-0.04040471
nucleus_Zernike_4_0,-0.027849065,-0.027240109,-0.05723824,-0.023803351,0.14864889,-0.036354687,-0.02835486,-0.027877893,-0.014464759,-0.04884792,-0.095125064,-0.004800669,-0.055564165,-0.06850305,-0.041139938
nucleus_Zernike_4_2,0.00905473,0.038547397,0.04265213,0.019073255,-0.12412059,0.049019493,0.009066427,0.012984054,0.017593795,0.0053041796,0.085896194,-0.063934036,-0.0017341584,-0.06425069,0.050320238
nucleus_Zernike_4_4,0.02369851,0.021611374,0.051746964,0.02618023,-0.110085174,0.027272647,0.018998746,0.0076760445,0.004015475,0.02794819,0.12205948,-0.0057893223,0.036550663,-0.011517532,0.03397246
nucleus_Zernike_5_1,0.0072970167,0.007154169,-0.0027369172,-0.01189618,-0.06497936,0.00202819,0.00882531,0.021197207,0.01667874,0.010073905,-0.076834224,0.06382089,0.07085423,0.17085905,-0.0020154025
nucleus_Zernike_5_3,0.009403385,0.030705385,0.0011012114,0.0063387626,-0.104241356,0.020692183,0.008187436,0.040606182,0.032847643,-0.01226999,-0.040775407,0.014551073,0.033513766,0.15019245,0.0005108388
nucleus_Zernike_5_5,0.008637944,0.012817466,-0.014212045,-0.018179297,-0.041217007,0.0013729049,0.014710926,0.026607448,-0.009878019,-0.03627084,-0.13799907,0.042397503,0.013313841,0.083024815,-0.022943538
nucleus_Zernike_6_0,-0.019431762,0.0011785317,-0.02261162,0.0015206404,0.07683953,-0.015218637,-0.029666822,-5.28451e-06,-0.016006738,-0.02777906,-0.06296247,-0.025396707,-0.052877374,-0.08142687,0.0042115664
nucleus_Zernike_6_2,0.017411752,-0.021453911,0.04988364,0.015325284,-0.023190051,0.0021159668,0.035656005,-0.009750139,0.0014931932,0.08835265,0.19211914,0.042180587,0.03530679,0.018453013,0.006512329
nucleus_Zernike_6_4,-0.0013278169,0.016480675,0.017984472,0.016991854,-0.05822583,0.010983174,0.009547783,0.0027696008,0.033410154,-0.004917965,0.09459567,-0.03708548,-0.020398906,-0.030813295,-0.005988897
nucleus_Zernike_6_6,0.024781123,0.016710058,0.02695008,0.0053021978,-0.09479767,0.017391395,0.021179369,-0.005442708,-0.0061401366,-0.013665457,0.0153225465,0.011566172,0.021286812,-0.0029436469,0.00438454
nucleus_Zernike_7_1,-4.5804914e-05,0.0026897378,-0.019462243,-0.019186366,-0.020255657,0.004421391,0.0012708573,0.018055962,0.004781651,-0.04005429,-0.1402982,0.03514751,0.050522774,0.084304534,0.0112124635
nucleus_Zernike_7_3,0.012089672,0.016803553,0.0075000618,0.00012149754,-0.085708745,0.023733096,0.011151711,0.02465038,0.0069930623,-0.010214681,-0.06559671,0.029580876,0.05127953,0.11963341,-0.004984031
nucleus_Zernike_7_5,0.012716939,0.022391114,0.0080761425,-0.00046328545,-0.095081046,0.02298888,0.02424963,0.022955507,0.004863728,0.0033824404,-0.030872,0.026568629,0.040696148,0.11421206,-5.162973e-05
nucleus_Zernike_7_7,0.013812217,0.0064244005,-0.014480705,-0.030977208,-0.026046544,-0.010028755,0.0127508715,0.009175841,-0.01144742,-0.03798918,-0.12746409,0.069075845,-0.0018169928,0.052640375,-0.017665718
nucleus_Zernike_8_0,-0.0016903651,-0.0023952879,0.0076291924,0.0034817664,0.03161352,0.0013303879,-0.007420019,-0.00047263323,0.002946402,-0.016396344,0.059262507,-0.037640538,-0.030680314,-0.08562295,-0.020642295
nucleus_Zernike_8_2,-0.0213763,-0.010803635,-0.011311822,0.004542951,0.07367986,-0.0027805092,-0.016515909,-0.017472265,0.014127652,-0.014524305,0.04012378,-0.048290987,-0.037708834,-0.10697627,-0.015439004
nucleus_Zernike_8_4,0.021098362,0.01507018,0.051499166,0.026886573,-0.09507929,0.024720898,0.033359412,-0.0061980444,-0.007836199,0.06659157,0.15220536,0.0031919295,0.034784008,0.024428692,0.06344067
nucleus_Zernike_8_6,0.012802395,0.009814443,0.024804482,0.024244443,-0.063630484,0.01918663,0.019005148,-0.004266135,0.0098340055,0.050402645,0.13846722,0.001612795,0.019866027,0.007625334,0.019343931
nucleus_Zernike_8_8,0.02195247,0.005607144,0.010700556,-0.020013731,-0.060539305,0.0048882067,0.019074647,-0.0024859249,-0.014553729,-0.016767625,-0.048349783,0.03239926,0.020143026,0.004540567,0.0016120188
nucleus_Zernike_9_1,-0.00047761982,0.0046952683,-0.011081792,-0.011914033,-0.020977838,-0.006205531,-0.00223455,0.015525808,0.0005234207,-0.010833877,-0.07268228,0.039325334,0.027461525,0.07857015,-0.013815749
nucleus_Zernike_9_3,0.0028169523,0.0056792065,-0.0067822007,-0.0030926992,-0.04462179,0.0009186366,0.008888242,0.020692283,-0.0040474855,-0.009015027,-0.052439995,0.044200394,0.03315589,0.1383328,-0.011683305
nucleus_Zernike_9_5,0.009041179,0.018714255,0.00752075,-0.005360519,-0.08580468,0.019813757,0.029176459,0.030020775,-4.3963275e-05,-0.0022841336,-0.023588777,0.00529211,0.039220635,0.10826563,-0.0022750418
nucleus_Zernike_9_7,0.019171912,0.01912682,0.0022958638,-0.017567804,-0.08381207,0.011538088,0.024192752,0.008918024,-0.014650476,-0.008251822,-0.020930575,0.062476046,0.038324796,0.08236547,-0.008123618
nucleus_Zernike_9_9,0.01314657,-0.0050805174,-0.014350861,-0.03476248,-0.005231758,-0.005465659,0.010314603,-0.013097447,-0.025220586,-0.0419443,-0.1251485,0.05062002,-0.018972622,0.041480232,-0.02044098
nucleus_MinFeretDiameter,-0.06933423,0.098301135,-0.009497508,-0.029024772,0.03306645,-0.027965961,-0.050427116,0.009353261,0.0056370003,-0.010063671,-0.009633857,-0.0007870245,-0.025104424,0.02039171,-0.045234464
nucleus_MaxFeretDiameter,-0.04968212,0.10690087,0.029447705,-0.018995797,-0.07491277,0.0016562779,-0.038314972,0.024126312,0.0363265,-0.006534424,0.014018074,-0.030453555,-0.030110653,-0.02520445,-0.029308103
nucleus_AngularSecondMoment_3_00_256,-0.07801851,-0.04396615,-0.006859742,-0.041504737,0.012108546,0.11496492,-0.029593257,0.050966434,0.04220311,0.00665211,0.0012783452,-0.018400056,0.02417092,-0.018568657,0.0037329793
nucleus_Contrast_3_00_256,0.0774725,0.037281092,-0.024389086,0.00022890426,-0.0062606283,0.008376264,0.092151746,-0.069212936,-0.062565014,-0.0071579544,-0.0012125233,0.016347596,-0.051512085,0.0008725941,-0.07964675
nucleus_Correlation_3_00_256,-0.025263516,0.030309293,0.01611664,0.09832999,0.072451375,0.0057932716,0.012115866,0.17072906,0.1016845,0.0026950275,0.0026350624,-0.03493987,0.047562048,-0.012568411,0.054184116
nucleus_Variance_3_00_256,0.070915565,0.06307545,-0.011789892,0.06951142,0.04463093,0.00399296,0.11362961,0.041286174,-0.00048212448,-0.0037423694,-0.005085242,-0.016438074,-0.023012614,-0.0137324445,-0.029961549
nucleus_InverseDifferenceMoment_3_00_256,-0.083028145,-0.035675045,0.004316484,-0.012105952,0.014775959,0.111558296,-0.034173068,0.07527714,0.07437987,0.013949068,0.008894919,0.016718497,0.05078519,-0.0004699366,-0.03268744
nucleus_SumAverage_3_00_256,0.08530626,0.041282337,-0.0021781842,0.07149212,0.026460754,-0.045625806,-0.08767698,-0.012392659,-0.0065550944,8.555533e-05,-0.0055130827,-0.03635042,0.0029697414,0.007953293,0.015818581
nucleus_SumVariance_3_00_256,0.06643603,0.06418516,-0.009191413,0.07731492,0.050673377,0.003094189,0.11160352,0.057090886,0.009540654,-0.003011563,-0.0054635173,-0.020925246,-0.017311366,-0.0154219065,-0.020512506
nucleus_SumEntropy_3_00_256,0.07757987,0.06232292,0.0039441064,0.085961275,0.01882482,-0.06614468,0.0659686,0.018602312,-0.004034529,-0.0021860972,-0.00065531,0.019677041,-0.012140535,0.013745724,-0.028232913
nucleus_Entropy_3_00_256,0.08232323,0.059191372,0.0024361382,0.062379967,0.0045064767,-0.092716806,0.055445883,-0.021888737,-0.033045996,-0.006284597,8.8520086e-05,0.0016942086,-0.032314077,0.011780396,-0.009411447
nucleus_DifferenceVariance_3_00_256,-0.08129956,-0.04945816,0.017757991,0.016811023,0.000618779,0.02821525,-0.04709434,0.082407415,0.058034576,0.0084790755,-0.008882377,0.008608715,0.044610683,-0.008073747,0.0314601
nucleus_DifferenceEntropy_3_00_256,0.089501455,0.040839683,-0.009424653,0.024378046,-0.008722709,-0.06803767,0.073312916,-0.06825926,-0.06938895,-0.009140245,-0.0036705548,-0.0071561346,-0.055078216,0.0009279229,-0.013223909
nucleus_InfoMeas1_3_00_256,-0.01941951,-0.0330839,-0.0015006351,-0.107234485,-0.06029596,-0.06664922,-0.05521155,-0.15086806,-0.09228239,-0.012932677,0.0075343894,-0.06487124,-0.0617061,-0.003834786,0.060540713
nucleus_InfoMeas2_3_00_256,0.036154453,0.04508263,0.0019704704,0.11010898,0.057022564,0.03774434,0.06379869,0.1327036,0.0760234,0.0073838723,-0.0012398858,0.056722526,0.04235146,0.006719349,-0.059389032
nucleus_AngularSecondMoment_3_01_256,-0.07679065,-0.043178197,-0.0068112626,-0.04430762,0.011953739,0.116121344,-0.032504357,0.049383156,0.040593337,0.012055648,-0.00091335655,-0.016616292,0.017823279,-0.018480416,0.009120904
nucleus_Contrast_3_01_256,0.077559836,0.03839757,-0.024099575,0.006576073,-0.0006395446,0.009975902,0.10085519,-0.058986925,-0.05752105,-0.0148825245,-0.0010403564,0.0076563153,-0.042543683,-0.0014869943,-0.0805194
nucleus_Correlation_3_01_256,-0.029949896,0.028951874,0.018025119,0.09522107,0.068914875,0.0029843738,-0.0036154147,0.16902363,0.10180774,0.016699295,0.0012047347,-0.028480256,0.03560751,-0.010064958,0.06515829
nucleus_Variance_3_01_256,0.07049893,0.062807836,-0.011485949,0.07034188,0.045282025,0.0034620378,0.11375977,0.042588837,-0.00056685426,-0.0043708216,-0.004684981,-0.018537365,-0.022657022,-0.014081988,-0.029467333
nucleus_InverseDifferenceMoment_3_01_256,-0.08312352,-0.034575876,0.0041403803,-0.021650136,0.01301374,0.11835094,-0.041669726,0.06945076,0.07115616,0.032764457,0.0054301154,0.023169307,0.026739791,0.0015171474,-0.018191725
nucleus_SumAverage_3_01_256,0.08523807,0.041256696,-0.0022693668,0.071573615,0.026511554,-0.045601156,-0.08771263,-0.012086067,-0.0065473355,0.00026563092,-0.005342478,-0.036477383,0.0028317424,0.007902764,0.0154627785
nucleus_SumVariance_3_01_256,0.06424467,0.06452304,-0.007746082,0.080909155,0.053241245,0.0016910678,0.10943507,0.06393296,0.012988572,-0.0015919204,-0.005245816,-0.023550836,-0.016465368,-0.016157016,-0.015436012
nucleus_SumEntropy_3_01_256,0.076781265,0.06299166,0.003643204,0.08722768,0.020947948,-0.06371087,0.06705076,0.021528602,-0.0023689598,0.0010041592,0.00033852723,0.018606657,-0.016541526,0.014591495,-0.02856645
nucleus_Entropy_3_01_256,0.08085149,0.058892,0.0026802982,0.06629558,0.006014308,-0.093784384,0.058041126,-0.018235814,-0.030759132,-0.012953344,0.0021955785,-0.001943541,-0.024738463,0.012077567,-0.014943957
nucleus_DifferenceVariance_3_01_256,-0.08206034,-0.048853282,0.017456332,0.009099188,-0.0005221515,0.034888282,-0.053137597,0.0784272,0.056687217,0.021275297,-0.011124399,0.013578257,0.031699352,-0.0068744,0.03790639
nucleus_DifferenceEntropy_3_01_256,0.08858482,0.04041213,-0.009387215,0.034046736,-0.0038314878,-0.06913183,0.08307614,-0.057214048,-0.06356731,-0.027047547,-0.000848837,-0.01646328,-0.034644462,-0.0008962231,-0.023185022
nucleus_InfoMeas1_3_01_256,-0.023460552,-0.035868846,-0.0012238398,-0.1006751,-0.06063753,-0.07501323,-0.04550574,-0.15046783,-0.090041764,-0.043845773,0.012852886,-0.07991634,-0.029787567,-0.0041716523,0.041024283
nucleus_InfoMeas2_3_01_256,0.03760622,0.046239153,0.0016080982,0.10448178,0.058488764,0.048836675,0.055848535,0.13712662,0.07637726,0.031708397,-0.0062538306,0.06955797,0.019146027,0.006602068,-0.044660125
nucleus_AngularSecondMoment_3_02_256,-0.07743255,-0.043984912,-0.0063977866,-0.041050974,0.012210283,0.116747215,-0.030910954,0.051968787,0.043258432,0.0051719244,0.003040513,-0.013989371,0.012609849,-0.016781028,0.0090190545
nucleus_Contrast_3_02_256,0.077060625,0.03675473,-0.02355629,-0.00050465716,-0.006765864,0.005920868,0.09422206,-0.07049271,-0.06480797,-0.005410606,-0.0027849025,0.009675242,-0.038846325,-0.00032063652,-0.08831647
nucleus_Correlation_3_02_256,-0.023915472,0.031530507,0.014979502,0.09882468,0.07257602,0.011229223,0.009475346,0.17129043,0.10346456,-0.00011829653,0.005018855,-0.024015103,0.02433355,-0.010054139,0.06702012
nucleus_Variance_3_02_256,0.07093054,0.06312712,-0.011812411,0.06950843,0.044341777,0.0039544175,0.11382117,0.041265678,-0.0009319044,-0.0037215182,-0.00551982,-0.016904445,-0.022267876,-0.0140149705,-0.030399654
nucleus_InverseDifferenceMoment_3_02_256,-0.0821492,-0.035655886,0.0055861543,-0.010585575,0.014969467,0.117861114,-0.037381116,0.0784488,0.0776909,0.00844311,0.013631275,0.030754924,0.009383672,0.005065065,-0.014606014
nucleus_SumAverage_3_02_256,0.085306905,0.041311152,-0.0021731863,0.071514346,0.026394201,-0.045580264,-0.08765928,-0.012354276,-0.006617307,1.927131e-05,-0.0055175857,-0.036276154,0.0030179846,0.00791867,0.015833385
nucleus_SumVariance_3_02_256,0.06634487,0.06431519,-0.009273501,0.077600144,0.050570566,0.0034297912,0.1113358,0.057690293,0.009689934,-0.0032545126,-0.0056946697,-0.020453801,-0.018402226,-0.01557659,-0.019280907
nucleus_SumEntropy_3_02_256,0.07757916,0.062269308,0.004089079,0.08602635,0.019063117,-0.0651537,0.06551671,0.019137802,-0.0038078418,-0.0028237049,0.00012038339,0.022120655,-0.018714014,0.014907786,-0.026162393
nucleus_Entropy_3_02_256,0.08185716,0.05925284,0.0019550405,0.061842617,0.0042656483,-0.09477501,0.056814216,-0.02295495,-0.035014804,-0.004747893,-0.0023348746,-0.0042648464,-0.017818578,0.010109674,-0.016713932
nucleus_DifferenceVariance_3_02_256,-0.080656745,-0.04945347,0.018046571,0.017613819,0.00070985797,0.031622507,-0.0493613,0.08506587,0.060324915,0.005715419,-0.0052476656,0.01815472,0.020705175,-0.0043844683,0.04294931
nucleus_DifferenceEntropy_3_02_256,0.08839979,0.040561415,-0.010223279,0.02277874,-0.0090947095,-0.07272653,0.07675937,-0.07115014,-0.07349998,-0.006100082,-0.009480551,-0.022100918,-0.018898504,-0.0032950332,-0.03136826
nucleus_InfoMeas1_3_02_256,-0.021134175,-0.032600727,-0.0029735009,-0.107543536,-0.05966914,-0.07370448,-0.048362512,-0.15313968,-0.09741097,-0.0068715527,-0.002123739,-0.08886916,0.0006140653,-0.011265915,0.029828567
nucleus_InfoMeas2_3_02_256,0.03660254,0.044399668,0.0029746962,0.10963718,0.056196116,0.045421127,0.05828841,0.1358433,0.08042102,0.0019250831,0.0058261296,0.07495637,-0.0056054564,0.01332872,-0.03685265
nucleus_AngularSecondMoment_3_03_256,-0.076843984,-0.042771056,-0.0075678546,-0.045117002,0.01203262,0.115815714,-0.032064267,0.049976602,0.04028258,1.1184558e-05,0.0020344835,-0.015307757,0.019665526,-0.018231519,0.00849092
nucleus_Contrast_3_03_256,0.07706634,0.03746023,-0.022925127,0.007405502,-0.00047498243,0.01074824,0.10079151,-0.060176488,-0.058246057,0.0004790375,-0.0020109818,0.0063646873,-0.04527702,-0.0020732079,-0.07987642
nucleus_Correlation_3_03_256,-0.029327963,0.030419664,0.015543474,0.092959754,0.068459965,0.0017573816,-0.0039445227,0.16991915,0.10148006,-0.009054208,0.0033623087,-0.025638454,0.03928895,-0.009587778,0.06552544
nucleus_Variance_3_03_256,0.070449345,0.06281418,-0.011543254,0.07059241,0.04529601,0.0033653427,0.11382496,0.042323034,-0.00024744193,-0.003057273,-0.0052109016,-0.018657483,-0.022975745,-0.014042655,-0.029115546
